Filename	Noise	Metric	Value
/data/ds114/sub-05/ses-test/anat/sub-05_ses-test_T1w.nii.gz	Rician	SSIM	0.3328981144133699
/data/ds114/sub-05/ses-test/anat/sub-05_ses-test_T1w.nii.gz	Rician	NMI	-0.8133210165648217
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	1-voxel	CC	0.0
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	1-voxel	MSE	0.00561056381616837
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	1-voxel	CNRMSE	0.00019206770946662857
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	1-voxel	SSIM	2.2136072865830414e-06
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	1-voxel	NMI	-0.999963213646127
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	Rician	CC	5.364418029785156e-06
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	Rician	MSE	7.22344852332868
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	Rician	CNRMSE	0.006881427765094002
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	Rician	SSIM	0.37066149204314036
/data/ds114/sub-06/ses-retest/anat/sub-06_ses-retest_T1w.nii.gz	Rician	NMI	-0.7767015861526518
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	1-voxel	CC	0.0
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	1-voxel	MSE	0.010331471761067709
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	1-voxel	CNRMSE	0.0002333189917660094
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	1-voxel	SSIM	5.028068041923461e-07
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	1-voxel	NMI	-0.9999604241061815
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	Rician	CC	5.125999450683594e-06
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	Rician	MSE	7.223928998520812
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	Rician	CNRMSE	0.006161253201079219
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	Rician	SSIM	0.3359686580786484
/data/ds114/sub-06/ses-test/anat/sub-06_ses-test_T1w.nii.gz	Rician	NMI	-0.7838990957615675
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	1-voxel	CC	0.0
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	1-voxel	MSE	0.004864130264673478
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	1-voxel	CNRMSE	0.0002526386844456673
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	1-voxel	SSIM	4.0267691647777326e-07
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	1-voxel	NMI	-0.9999526386316882
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	Rician	CC	1.1205673217773438e-05
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	Rician	MSE	7.219954201161327
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	Rician	CNRMSE	0.00971433942932814
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	Rician	SSIM	0.381847294466791
/data/ds114/sub-07/ses-retest/anat/sub-07_ses-retest_T1w.nii.gz	Rician	NMI	-0.7871457062064422
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	1-voxel	CC	0.0
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	1-voxel	MSE	0.0005950927734375
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	1-voxel	CNRMSE	7.672756142623519e-05
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	1-voxel	SSIM	1.1757837370396373e-08
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	1-voxel	NMI	-0.9999860717521676
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	Rician	CC	7.033348083496094e-06
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	Rician	MSE	7.223228047911514
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	Rician	CNRMSE	0.008439017161737906
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	Rician	SSIM	0.41633252459865766
/data/ds114/sub-07/ses-test/anat/sub-07_ses-test_T1w.nii.gz	Rician	NMI	-0.7618835474435399
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	1-voxel	CC	5.960464477539063e-08
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	1-voxel	MSE	0.005847270672137921
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	1-voxel	CNRMSE	0.0002167634345796022
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	1-voxel	SSIM	4.156789660259008e-07
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	1-voxel	NMI	-0.9999606104899521
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	Rician	CC	6.377696990966797e-06
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	Rician	MSE	7.222702217768072
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	Rician	CNRMSE	0.007605650019899487
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	Rician	SSIM	0.3509164140773624
/data/ds114/sub-08/ses-retest/anat/sub-08_ses-retest_T1w.nii.gz	Rician	NMI	-0.7751734013416491
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	1-voxel	CC	5.960464477539063e-08
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	1-voxel	MSE	0.006260896340394631
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	1-voxel	CNRMSE	0.00022245532664268787
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	1-voxel	SSIM	2.483342999570759e-06
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	1-voxel	NMI	-0.9999602676267083
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	Rician	CC	6.4373016357421875e-06
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	Rician	MSE	7.222772295935972
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	Rician	CNRMSE	0.007543764983514105
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	Rician	SSIM	0.38209146447343856
/data/ds114/sub-08/ses-test/anat/sub-08_ses-test_T1w.nii.gz	Rician	NMI	-0.7707018150766112
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	1-voxel	CC	5.960464477539063e-08
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	1-voxel	MSE	0.009460547031500401
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	1-voxel	CNRMSE	0.00027388355208419156
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	1-voxel	SSIM	3.1079156684876708e-06
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	1-voxel	NMI	-0.9999473657090547
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	Rician	CC	7.867813110351562e-06
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	Rician	MSE	7.225206037037978
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	Rician	CNRMSE	0.007557220187078009
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	Rician	SSIM	0.4098372898979147
/data/ds114/sub-09/ses-retest/anat/sub-09_ses-retest_T1w.nii.gz	Rician	NMI	-0.7732672437707191
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	1-voxel	CC	0.0
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	1-voxel	MSE	0.00561056381616837
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	1-voxel	CNRMSE	0.00023895084691200296
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	1-voxel	SSIM	2.327287551562307e-06
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	1-voxel	NMI	-0.999957203984188
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	Rician	CC	9.357929229736328e-06
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	Rician	MSE	7.219366679082046
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	Rician	CNRMSE	0.008556375877057905
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	Rician	SSIM	0.3920510593881077
/data/ds114/sub-09/ses-test/anat/sub-09_ses-test_T1w.nii.gz	Rician	NMI	-0.772243243637962
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	1-voxel	CC	1.1920928955078125e-07
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	1-voxel	MSE	0.004951770489032452
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	1-voxel	CNRMSE	0.00024052441042862985
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	1-voxel	SSIM	6.686649560716518e-07
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	1-voxel	NMI	-0.9999488358516044
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	Rician	CC	7.510185241699219e-06
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	Rician	MSE	7.2177132694318225
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	Rician	CNRMSE	0.009166532053416271
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	Rician	SSIM	0.44330002951915626
/data/ds114/sub-10/ses-retest/anat/sub-10_ses-retest_T1w.nii.gz	Rician	NMI	-0.7870839277919826
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	1-voxel	CC	0.0
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	1-voxel	MSE	0.00024453187600160256
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	1-voxel	CNRMSE	4.970166873059096e-05
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	1-voxel	SSIM	4.059085623175918e-09
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	1-voxel	NMI	-0.9999895846878104
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	Rician	CC	4.410743713378906e-06
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	Rician	MSE	7.223055752145896
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	Rician	CNRMSE	0.00852773258689264
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	Rician	SSIM	0.4212477426014538
/data/ds114/sub-10/ses-test/anat/sub-10_ses-test_T1w.nii.gz	Rician	NMI	-0.7681277892629388
